?^,what's up?
m/f,male or female
m&d,mom and dad
m$,Microsoft
m$wxp,Microsoft Windows XP
m2,me too
m3,me
m473s,friends
m473z,friends
m4f,male for female
m4m,male for male
m8,friend
m84l,mate for life
m8s,mates
m8t,mate
m8t's,friends
m9,mine
mabby,maybe
mabe,Maybe
mah,my
mai,my
marvy,marvelous
masterb8,masterbate
mastrb8,masturbate.
mayb,maybe
mayte,mate
mb,my bad
mbf,my best friend
me2,me too
meeh,me
messg,message
mf,motherfucker
mfkr,motherfucker
mhh,my head hurts
mhm,Yes
mic,microphone
milf,Mom i'd like to f**k
min,minute
miself,myself
mite,might
mk,mmm....ok
mkay,ok
mmd,make my day
mmk,umm, ok
mmmkay,okay
mmorpg,massively multiplayer online role playing game
mngmt,management
mngr,manager
mol,more or less
mor,more
morf,male or female
moro,tomorrowemale
msg,message
msgs,messages do
msngr,messenger
mssg,message
mtg,Meeting
mtherfker,mother fucker
mthrfkr,mother fucker
mtl,more than likely
mtr,matter
mtrfkr,mother fucker
mty,empty
mu,miss you
mudda,mother
musiq,music
muvva,mother
muzik,music
mwah,kiss
myn,mine
n,and
n00b,newbie
n00bs,newbies
n00dz,nudes
n00s,news
n1,nice one
n199312,african american
n1994,african american
n2,into
n2b,not too bad
n2bb,nice to be back
n2br,not to be rude
n2g,Not too good
n2m,not too much
n8v,native
na,not applicable
naa,not at all
nah,no
natch,naturally
natm,not at the minute
naw-t,Naughty
naw,no
nawidt,never again will i do that
nawt,not
naww,no
nayl,in a while
nb,not bad
nbd,no big deal
nbdy,nobody
nc,not cool
ncs,no crap sherlock
nd,and
ndit,No details in thread
ndn,indian
ne,any
ne1,anyone
neday,any day
nedn,any day now
nefing,anything
nei,Not enough information
neida,any idea
nekkid,naked
nemore,Anymore
nethin,anything
nething,anything
neva,never
nevah,never
nevar,Never
nevarz,never
nevm,never mind
nevr,never
newais,Anyways
neway,anyway
neways,anyways
newayz,anyways
newb,someone who is new
newbie,new player
newez,anyways
nf,not funny
nh,nice hand
ni,no idea
nimby,not in my backyard
nin,no its not
nip,nothing in particular
nips,nipples
nite,night
nj,Nice job
njoy,enjoy
nk,no kidding
nkt,never knew that
nm,not much
nmbr,number
nme,enemy
nmh,not much here
nmp,Not My Problem
nmu,nothing much, you
nmw,no matter what
nmwh,no matter what happens
nn,good night
nn2r,no need to respond
nnaa,no not at all
nnfaa,no need for an apology
nnr,no not really
no1,no one
noe,know
noes,no
nomw,not on my watch
noob,someone who is new
noobie,new person
nooblet,new player
noobz0r,newbie
nookie,sex
notin,nothing
noty,no thank you
noub,none of your business
nowai,No way
nowin,knowing
noyb,none of your business
np,no problem
np4np,naked pic for naked pic
npa,not paying attention
npc,Non-playable character
npe,nope
npgf,no problem girl friend
nph,no problem here
npi,no pun intended
npnt,no picture, no talk
nps,No Problems
nq,Thank you
nr,no reserve
nr4u,not right for you
nrg,energy
nrn,No Response Necessary
ns,nice
nsa,No Strings Attached
nsas,No Strings Attached Sex
nsfmf,not so fast my friend
nsfu,no sex for you
nsfw,not safe for work
nss,no s**t sherlock
nst,no school today
nstaafl,No Such Thing As a Free Lunch
nt,nice try
ntb,not to bad
nthg,nothing
nthin,nothing
nthn,nothing
ntk,Need to know
ntm,not to much
ntn,nothing
ntrly,Not Really
ntt,need to talk
ntta,nothing to talk about 
ntty,nice talking to you
ntw,not to worry
ntxt,no text
nty,no thank you
nu,new
nuff,enough
nuffin,nothing
nufin,nothing
nutin,nothing
nuttin,nothing
nv,envy
nvm,never mind
nvmd,nevermind
nvmdt,never mind then
nvmt,nevermind that
nvr,never
nvrm,Nevermind
nvrmnd,never mind 
nw,no way
nwtf,now what the fuck
nwy,no way
nxt,next
ny1,Anyone
nyc,New York City
nyf,not your fault
nyp,not your problem
nywy,anyway
o,Oh
o&o,over and out
oar,on a roll
oaw,on a website
obj,Object
obv,obviously
obvi,obviously
oday,software illegally obtained before it was released
odg,oh dear God
oe,or else
of10,often
ofc,of course
oftn,often
oftpc,off topic
ogw,oh guess what
ok,okay
omg,oh my God
omg's,oh my god's
omgih,Oh My God In Heaven
omginbd,Oh my God, it is no big deal
omgn,oh my goodness
omgny,oh my god no way
omgosh,Oh my god
omgwtf,on my God, what the fuck
omgz,oh my God
omgzors,oh my god
omhg,oh my hell god
omj,oh my jesus
omt,one more time
omw,on my way
omy,oh my!
onoez,oh no
onoz,oh no
oow,On our way
ooym,out of your mind
op,operator
orgy,orgasm
orlsx,oral sex
orly,Oh Really
orly,oh really?
ot,off topic
ott,over the top
otw,on the way
ova,over
ownz,owns
owt,Out
oyo,on your own
oyr,Oh Yeah Right
p-nis,penis
p/w,password
p00p,poop
p2p,peer to peer
p33n,penis
p3n0r,penis
p3n15,penis
p3n1s,penis
parnts,parents
pbly,probably
pce,peace
pcent,percent
peanus,penis
peeps,people
pen0r,Penis
pen15,penis
penor,penis
peoples,people
perv,pervert
pewp,poop
pezzas,parents
pf,profile 
pg,page
phail,fail
phat,pretty hot and tasty
phayl,fail
phear,fear
phq,fuck you
phreak,freak
phreaker,phone hacker
phuck,fuck
phucker,fucker
phuk,fuck
phun,fun
pic,picture
piccies,Pictures
pics,pictures
pix,pictures
pl,parent looking
pl0x,please
pl8,plate
ple's,please
pleaz,please
pleez,please
pleeze,please
pleze,please
pliz,please
plma,please leave me alone 
plmk,please let me know
plocks,please
plox,please
ploxxorz,please
pls,please
plse,please
plx,please/thanks
plywm,play with me
plz,please
pmg,oh my God
pml,pissing myself laughing
pmo,pissing me off
pmp,pissing my pants
pmpl,piss my pants laughing
pns,penis
pnus,penis
poc,Piece of crap
poo,poop
popo,police
pov,point of view
ppl,people
ppls,people
pplz,people
pr0,professional
pr0n,porn
pr0nz,porn
prblm,Problem
prfct,perfect
prn,porn
prncpl,principal
prncss,princess
prob,problem
probly,probably
probz,probably
prod,product
prolly,Probably
prollz,probably
pron,porn
prsn,person
prty,party
prv,private
prvrt,pervert 
pwd,password
pwn3d,owned
pwn3r,owner
pwner,owner
pwnt,owned
pwor,power
pyt,pretty young thing
pz,peace
q33r,Queer
q4u,question for you
qfe,quoted for emphasis
qfmft,quoted for motherf**king truth
qft,quoted for truth
qft&gj,quoted for truth and great justice
ql,cool
qna,question and answer
qool,cool
qoolz,cool
qq,crying eyes
qt,cutie
qt3.14,cutie pie
qte,cutie
qtpi,cutie pie
r-tard,retard
r,are
r.i.p.,rest in peace
r0x0rz,rocks
r8,rate
r8p,rape
r8pist,rapist
r8t,rate
rawk,Rock
rawks,rocks
rawr,roar
rb@u,right back at you
rbau,right back at you
rbay,right back at you
rbm,right behind me
rbtl,Read between the lines
rbty,right back to you
rcks,Rocks
rcsa,right click save as
i'd,i would
rcvd,received
rdy,ready
re,reply
re/rehi,hello again
reefer,marijuana
refl,rolling on the floor laughing
rehi,hello again
rele,really
rents,parents
g'night,goodnight
rentz,parents
rep,to represent
reppin,representing
rjct,reject
rl,real life
rlly,really
rln,real life name
rly,really
rly,really
rlz,rules
rlze,realize
rm,room
rmr,remember
rn,Right now
rnt,aren't
ro,rock out
rockr,rocker
rogl,rolling on ground laughing
ve,have
roids,steroids
roj,affirmative
rol,rolling over laugihng
rombl,rolled off my bed laughing
rong,wrong
roofles,rolling on the floor laughing
ror,raughing out roud
rotf,rolling on the floor
rotfl,rolling on the floor laughing
rotw,rest of the world
rox,rocks
roxor,rock
roxorz,rocks
roxxor,rock
rq,real quick
rr,rest room
rsn,real soon now
rsp,respawn
rspct,respect
rtard,retard
rtry,retry
rts,Real-time strategy
ru,are you
ruk,are you ok?
ruok,are you ok?
ryt,right
ryte,right
s.i.t.,stay in touch
s.o.a.b.,son of a bitch
s.o.b.,son of a bitch
s.w.a.k.,sealed with a kiss
s'ok,it is okay
s'pose,suppose
s'up,what is up
s/b,should be
s8ter,skater
scool,school
scrilla,money
scrt,secret
scurred,scared
sec,second
secks,sex
secksea,Sexy
secksy,sexy
sed,said
seks,sex
sellin,selling
sexc,sexy
sexe,sexy
sexi,Sexy
sexii,sexy
sexilicious,Very Sexy
sexx0rz,sex
sez,says
sfe,safe
sfsg,So far so good
sfu,shut the fuck up
sg,so good
sh,shit happens
shag,fuck
shawty,girl
shd,should
she's,she is
shexi,sexy
shexy,sexy
shiat,shit
shiet,shit
shite,shit
shiz,shit
shizit,shit
shiznat,shit
shiznit,shit
shizz,shit
shizzle,shit
shld,should
shmexy,sexy
sho,sure
sho'nuff,sure enough
showin,showing
shud,should
shuddup,Shut Up
shup,shut up
shure,sure
shut^,shut Up
shwr,shower
shyat,shit
shyt,shit
sif,as if
sifn't,as if not
sig,Signature
siggy,Signature
sis,sister
sista,Sister
sk,spawn kill
sk8,skate
sk8er,skater
sk8ing,Skating
sk8r,skater
sk8ter,skater
sk8tr,skater
sked,schedule
skeet,ejaculate
skewl,school
skhool,school
skillz,skills
skl,School
skool,school
skoul,school
sktr,skater
skwl,school
sl^t,slut 
slng,slang
slo,slow
slp,sleep
slt,something like that
sm,social media
sm1,someone
smeg,fuck
smexy,sexy
smthin,something
smthng,something
smtm,sometime
sn,screen name
snm,say no more
snog,kiss
snogged,kissed
soab,son of a btch
sob,son of a bitch
sof,smile on face
sok,it is ok
sokay,it is okay
som'm,something
som1,someone
some1,someone
soml,story of my life
soo,So
sorreh,sorry
sorta,sort of
sowi,sorry
sowwy,sorry
soz,sorry
spk,speak
sploits,exploits
sploitz,exploits
sprm,sperm
srch,search
srly,seriously
srry,sorry
srs,serious
srsly,seriously
srvis,Service
sry,sorry
srynd2g,sorry need to go
srzly,seriously
ssob,stupid sons of bitches
ssry,so sorry
st,Stop That
st1,stoned
st8,state
stby,sucks to be you
stff,stuff
stfu,shut the fuck up
stg,swear to god
sth,something
sthing,something
stoopid,stupid
stpd,stupid
str8,straight
str8up,straight up
stufu,stupid fucker
stupd,stupid
su,shut up
suk,suck
suka,Sucker
sukz,sucks
sul,see you later
sum1,someone
sumfin,Something
summin,something
sumone,someone
sumthin',Something
sumtin,something
sup,what's up
supa,super
sux,sucks
sux0rz,sucks
sux2bu,sucks to be you
suxor,Sucks
suxors,sucks
suxorz,sucks
suxx,sucks
suxxor,sucks
suyah,shut up you ass hole!
svn,seven
sw,so what
swt,sweet
swtf,seriously, what the fuck
sx,sex
sxc,sexy
sxcy,sexy
sxe,straight edge
sxi,sexy
sxs,sex
sxy,sexy
syfm,shut your fucking mouth
syl,see you later
syl8r,see you later
sym,shut your mouth
sys,see you soon
syt,see you there
sz,sorry
t,ftfy,there, fixed that for you
t.t.y.l,Talk To You Later
t/a,Try again
t#3,the
t3h,the
t8st,taste
taci,that's a crappy idea
tafn,That's all for now
taht,that
tal,thanks a lot
tat,that
tat2,tattoo
tbc,To be continued
tbf,to be fair
tbh,to be honest
tbvh,to be very honest
tc,take care
tdf,To Die For
teh,the
terd,shit
tfs,thanks for sharing
tg,thank god
tgfu,too good for you
tgif,thank god it is friday
tgis,thank god it is saturday
tgtbt,Too Good To Be True
tgws,that goes without saying
th@,that
tha,the
thankies,Thank You
thankx,thank you
thanq,thank you
thanx,thank you
thar,there
thatz,that's
theachers,theacher 
there's,there is
thku,thank you
thn,then
thnk,think 
thnx,thanks
tho,though
thr,there
thr4,therefore
thru,through
tht,that 
thx,thank you
thxx,thanks
thz,thank you
tia,thanks in advance
tif,this is fun
tigger,tiger
til,until
tis,is
tix,tickets
tjb,thats just boring
tk,team kill
tk2ul,talk to you later
tks,thanks
tku,thank you
tl8r,talk later
tld,told
tlk,talk
tlkin,talking
tlkn,talking
tmaai,tell me all about it
tmai,tell me about it
tmbi,tell me about it
tmi,too much information
tmk,to my knowledge
tml,tell me later
tmmrw,tomorrow
tmo,take me out
tmoro,tomorrow
tmoz,tomorrow
tmr,tomorrow
tmr@ia,the monkeys are at it again
tmrrw,tomorrow
tmrw,Tomorrow
tmrz,tomorrow
tmz,tomorrow
tnx,thanks
tnxz,thanks
tok,That's ok
tolol,thinking of laughing out loud
tomm,tommorow
tomoz,tomorrow
totes,totally
totl,total
tq,Thank You
trani,transexual
tranny,Transexual
trble,trouble
trd,tired
trnsl8,translate
trnsltr,translator
troll,person who diliberately stirs up trouble
tru,true
tsc,that's so cool
tss,That's so sweet
ttl,total
ttlly,totally
ttly,totally
tttt,to tell the truth
tu,thank you
tuff,tough
tuh,to
tut,take your time
tuvm,thank you very much
tv,television
tvm,thanks very much
twat,vaginar
twg,That was great
twttr,twitter
tx,thanks
txs,thanks
txt,text
txting,texting
txtyl,text you later
ty,thank you
tym,time
tyme,time
tyred,tired
u,you
u'd,you would
u'll,you will
u'r,you are
u'v,you have
u've,you have
u2u,up to you
u4i,up for it
ub3r,super
uber,over
udwk,you don't want to know
ufmf,you funny mother fucker
ukr,You know right
ukwim,you know what i mean
ul,unlucky
ulbom,you looked better on myspace
umfriend,sexual partner
un2bo,you need to back off
un4rtun8ly,unfortunately
unt,until next time
ur,your
ura,you are a
ure,you are
urs,yours
urstpid,you are stupid
urtb,you are the best
usck,you suck
usuk,You Suck
usux,you suck
ut,you there
utube,youtube
uty,it is up to you
uve,You have
uw,you are welcome
uwc,you are welcome
v4g1n4,vagina
vag,vagina
vf,very funny
vid,Video
vip,very important person
vleo,Very Low Earth Orbit
vlog,video log
vn,very nice
vry,very
w.b.s.,Write Back Soon
w.e,Whatever
w.e.,whatever
w'sup,what's up
w/,with
w/b,write back
w/e,whatever
w/end,weekend
w/eva,whatever
w/o,with out
w/out,without
w/u,with you
w\e,whatever
w00t,woohoo
w012d,word
w2d,what to do
w2f,want to fuck
w2g,Way to go
w2ho,want to hang out
w2m,want to meet
w33d,weed
w8,wait
w8am,wait a minute
w8ing,waiting
w8t4me,wait for me
w8ter,waiter
wad ^,what's up?
wadzup,What's up?
wana,want to
wanafuk,wanna f**k
wanker,masturbater
wanking,Masturbating
wanna,want to
wansta,wanna be ganster
warez,illegally obtained software
was^,What's Up
wassup,what's up?
wasup,What's Up
wat,what
wat's^,Whats Up
watcha,what are you
watev,whatever
wateva,whatever 
watevr,whatever
watevs,whatever
wats ^,whats up
wats,whats
wats^,what's up?
watz ^,What's up
wau,what about you
wau^2,what are you up to?
waug,Where are you going
wauw,what are you wearing
waw,what a w***e
waycb,when are you coming back
wayd,what are you doing
waygow,who are you going out with
wayh,why are you here
wayn,Where Are You Now
waysttm,why are you still talking to me
waysw,Why are you so weird
wayt,What are you thinking?
wayta,what are you talking about
wayut,what are you up to
waz ^,what's up
waz,what is
waz^,what's up?
wazz,what's
wazza,what's up
wazzup,what's up
wb,welcome back
wd,well done
wdyw,what do you want
webby,webcam
weg,wicked evil grin
welc,welcome
wen,when
we're,we are
werkz,works
wev,Whatever
weve,what ever
wevr,whatever
wgaf,Who gives a fuck
wgas,who gives a shit
wgo,what's going on
wha,what?
whaddya,what do you
whaletail,thong
what^,what's up?
whatcha,what are you
whatev,whatever
whatevs,whatever
whats ^,whats up
whenevs,whenever
whevah,where ever
whever,whatever
whit,with
who's,who is
whodi,friend
whr,where
wht,What
wht^,what up
whteva,what ever
whteve,whatever
whtever,whatever
whtevr,whatever
whtvr,whatever
whubu2,what have you been up to
whubut,what have you been up to
whut,what
wid,with
widout,without
wif,With
wiid,what if i did
wilco,will comply
winnar,winner
wio,without
wit,with
witcha,with you
wiv,with
wk,week
wkd,wicked
wkend,weekend
wl,will
wlc,welcome
wlcb,welcome back
wlcm,welcome
wld,would
wlkd,walked
wn,when
wnt,want
wochit,watch it
woot,woohoo
wot,what
wotevs,whatever
wowzers,wow
woz,was
wrd,word
wrdo,weirdo
wrk,work
wrm,which reminds me
wrng,wrong
wrt,with regard to
wrtg,writing
wrthls,Worthless
wru,where are you
wrud,what are you doing
wtf,what the fuck
wtg,way to go
wtv,Whatever
wtva,whatever
wtvr,whatever
wu,what's up
wu,what's up?
wub,love
wubmgf,Will You Be My Girlfriend?
wubu2,what you been up to
wubut,what you been up too
wud,would
wudev,Whatever
wudn,what you doing now
wugowm,will you go out with me
wula,what you looking at?
wuld,would
wuny,wait until next year
wussup,What is up?
wut,what
wutb,What are you talking about
wutcha,What are you
wuteva,whatever
wutevr,what ever
wuts,what is
wuut,what you up to
wuv,love
wuwu,what up with you
wuz,was
wuza,what's up
wuzup,what's up
wwc,who would care
wy,Why?
wyn,What's your name
wyp,what's your problem?
xbf,ex-boyfriend
xcept,except
xcpt,except
xd,extreme droll
xellent,excellent
xfer,transfer
xgf,exgirlfriend
xing,crossing
xit,Exit
xl,extra large
xlnt,Excellent
xmas,christmas
xmpl,example
xoac,Christ on a crutch
xor,hacker
xover,crossover
xox,hugs and kisses
xoxo,hugs and kisses
xp,experience
xpect,expect
xplaned,explained
xpt,except
xs,excess
xtc,ecstasy
xtra,extra
xtreme,extreme
y,why
y!a,yahoo answers
y'all,you all
y/n,yes or no
y/o,Years Old
y00,you
y2b,Youtube
ya,yeah
yall,you all
yapa,yet another pointless acronym
yaqw,You are quite welcome
yarly,yeah really
yaw,you are welcome
yayo,cocaine
ye,yeah
yea,yeah
yer,you are
yermom,your mother
yesh,yes
yew,you
yfi,you fucking idiot
ygg,you go girl
yh,yeah
yhew,you
yk,you kidding
ykn,you know nothing
ykw,You Know What
ylb,you little bitch
ym,your mom
ymbkm,you must be kidding me
yme,why me
ymmd,You Made My Day
yn,why not
yng,young
ynk,you never know
ynm,yes, no, maybe
ynt,why not
ynw,you know what
yo,year old
yo',your
yodo,you only die once
yolo,you only live once
yomank,you owe me a new 
yooh,youe twice
yor,your
you're,you are
youngin,young person
yoy,why oh why
yr,year
yrs,years
ys,you suck
ytf,why the fuck
ytm,you tell me
ytmnd,you are the man now, dog!
yty,why thank you
yu,You
yua,you ugly ass
yuo,you
yup,yes
yur,your
yvw,you are very welcome
yw,you are welcome
ywic,why would i care
zex,sex
zig,cigarette
zomg,Oh my God
zomgzorrz,oh my god
zoot,woohoo
zot,Zero Tolerance
zup,what's up?
